ID,RA,Dec,k36mag,e36mag,d36mag,k45mag,e45mag,d45mag,k58mag,e58mag,d58mag,k80mag,e80mag,d80mag,k24mag,e24mag,dstArcSec,RAJ2000,DEJ2000,Jmag,eJmag,Hmag,eHmag,Kmag,eKmag,c1a,c1b,c1c,c2a,c2b,c2c,c3a,c3b,c3c,c4a,c4b,c4c,c5a,c5b,c5c,c6a,c6b,c6c,c7,c8,c9a,c9b,c9c,c11b,c11c,c1,c2,c3,c4,c5,c6,c9,c10,c11,24 data?,36 data?,45 data?,58 data?,80 data?,SpNum,H data?,J data?,K data?,HJKNum,c2 met?,c3 met?,c4 met?,c5 met?,c6 met?,c9 met?,c11 met?,sp rel?,HJK rel?,YSO Score,24 without 58/80,New name
4017,296.2228,-14.83398,15.98,0.12,1.89,16.21,0.12,2.03,13.95,0.02,-9999,14.78,0.1,1.05,11.95,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,4,0,0,0,0,1,1,1,0,0,0,1,1,0,3,0,274
2057,296.22301,-14.71912,16.38,0.07,-0.37,15.47,0.07,-0.25,13.83,0.1,-0.01,12.13,0.09,0.09,5.65,0.01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,5,0,0,0,0,1,1,1,1,1,1,0,1,0,6,0,275
7445,296.22333,-14.71739,17.17,0.06,-0.39,16.93,0.09,-0.15,16.46,0.17,0.28,14.37,0.08,0.33,7.05,0.01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,5,0,0,0,0,0,0,1,1,1,1,0,1,0,4,0,276
8728,296.22336,-14.72103,16.91,0.11,0.81,17.13,0.17,1.09,14.48,0.11,0.69,12.96,0.1,0.95,6.07,0.01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,5,0,0,0,0,1,1,1,1,1,1,1,1,0,6,0,277
3347,296.22345,-14.72024,16,0.07,-0.22,16,0.09,-0.21,14.2,0.1,0.22,12.8,0.11,0.61,6.07,0.03,0.125894599671019,296.223419,-14.720258,17.655,0.038,16.977,0.025,16.739,0.03,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,3,1,1,1,1,1,1,0,1,1,1,1,1,1,5,1,1,1,3,1,1,1,1,1,1,1,1,1,6,0,278
12490,296.22361,-14.71803,17.84,0.11,0.46,17.51,0.14,0.5,15.98,0.12,0.54,13.73,0.11,0.33,6.82,0.01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,5,0,0,0,0,1,1,1,1,1,1,1,1,0,6,0,279
9326,296.22378,-14.71641,17.42,0.05,-0.45,17.2,0.08,0.2,15.79,0.1,-9999,14.55,0.11,-0.14,8.66,0.05,0.337089775536532,296.223694,-14.716367,18.741,0.093,17.979,0.059,17.903,0.08,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,2,1,1,1,1,1,1,0,1,1,1,1,1,1,5,1,1,1,3,1,1,1,1,1,1,1,1,1,6,0,280
7048,296.22415,-14.71858,17.06,0.07,0.28,16.86,0.07,0.22,15.47,0.11,0.76,13.19,0.1,0.26,7.17,0.02,0.106044990306622,296.224121,-14.718589,18.831,0.101,18.113,0.066,17.756,0.07,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,3,1,1,1,1,1,1,0,0,1,1,1,1,1,5,1,1,1,3,1,1,1,1,1,1,0,1,1,6,0,281
5444,296.2242,-14.93581,17.39,0.04,0.43,16.54,0.05,0.17,15.46,0.06,-0.4,14.06,0.08,-0.38,11.19,0.03,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,5,0,0,0,0,1,1,1,0,1,1,0,1,0,5,0,282
14828,296.22512,-14.71736,17.89,0.07,0.23,17.7,0.1,0.19,15.82,0.11,-9999,14.15,0.09,-0.28,8.97,0.07,0.122021909791452,296.225128,-14.717327,19.236,0.142,18.622,0.102,18.454,0.127,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,3,1,1,1,1,1,1,0,1,1,1,1,1,1,5,1,1,1,3,1,1,1,1,1,1,1,1,1,6,0,283
6064,296.22577,-14.70739,16.61,0.04,-0.04,16.68,0.07,-0.04,15.62,0.1,-0.21,14.37,0.09,0.25,10.37,0.08,0.218867851555045,296.225708,-14.70738,17.982,0.049,17.111,0.028,16.907,0.034,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,5,1,1,1,3,1,1,1,1,0,1,0,1,1,5,0,284
11061,296.22588,-14.72172,17.17,0.07,0.42,17.39,0.08,0.49,15.57,0.1,0.2,13.54,0.11,-0.13,9.31,0.15,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,5,0,0,0,0,1,1,1,1,1,1,1,1,0,6,0,285
3638,296.22614,-14.71252,16.11,0.05,0.35,16.1,0.07,0.37,15.33,0.09,0.34,13.65,0.07,-0.03,8.06,0.01,0.23118717067321,296.226074,-14.712527,17.783,0.042,16.848,0.023,16.48,0.024,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,5,1,1,1,3,0,1,1,1,1,1,0,1,1,5,0,286
27732,296.22615,-14.71693,18.59,0.15,-0.38,18.75,0.18,-0.27,16.17,0.11,0.08,14.46,0.09,-9999,9.83,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,4,0,0,0,0,1,1,1,0,0,1,1,1,0,4,0,287
12001,296.22617,-14.70989,17.49,0.07,0.42,17.47,0.14,0.22,15.48,0.13,-0.06,14.25,0.08,0.15,9.35,0.05,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,5,0,0,0,0,1,1,1,1,1,1,1,1,0,6,0,288
1312,296.22643,-14.76197,15.43,0.06,-0.15,15.01,0.06,0.07,14.3,0.05,-0.07,13.92,0.02,-0.03,11.63,-9999,0.103245808500508,296.22644,-14.761997,-9999,-9999,18.88,0.171,17.416,0.06,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,4,1,0,1,2,1,1,1,0,0,0,0,1,1,3,0,289
23351,296.22655,-14.72026,18.31,0.12,0.26,18.33,0.13,0.43,17.12,0.26,0.59,13.41,0.08,-1.27,9.28,0.12,0.331649224894201,296.226501,-14.720181,-9999,-9999,18.467,0.089,18.258,0.108,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,4,1,0,1,2,0,0,1,1,1,1,0,1,1,4,0,290
3905,296.22709,-14.71182,16.28,0.06,0.22,16.18,0.08,0.15,13.92,0.07,0.1,12.2,0.06,0.12,7.34,0.01,0.350053595404051,296.22699,-14.71183,18.77,0.096,18.503,0.093,18.113,0.095,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,3,1,1,1,1,1,1,0,1,1,1,1,1,1,5,1,1,1,3,1,1,1,1,1,1,1,1,1,6,0,291
21086,296.22746,-14.7177,18.33,0.11,-0.2,18.15,0.09,-9999,16.7,0.13,-9999,14.64,0.09,0.25,8.77,0.01,0.347209291771889,296.227509,-14.717616,19.08,0.124,18.935,0.133,-9999,-9999,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,5,1,1,0,2,0,0,1,1,1,1,1,1,1,4,0,292
6704,296.22763,-14.71035,16.99,0.09,-0.05,16.79,0.08,0.13,15.27,0.04,-0.06,14.57,0.08,0.77,8.9,0.07,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,5,0,0,0,0,1,1,1,1,1,1,1,1,0,6,0,293
8720,296.22824,-14.75784,17.98,0.12,1.44,17.13,0.08,0.87,16.24,0.09,0.69,13.22,0.03,0.15,8.35,0.01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,5,0,0,0,0,0,0,1,1,1,1,0,1,0,4,0,294
5219,296.22981,-14.84035,16.3,0.06,0.08,16.5,0.06,0.13,15.78,0.09,-0.38,14.1,0.1,0.24,10.67,0.12,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,5,0,0,0,0,0,0,1,1,1,1,0,1,0,4,0,295
3823,296.2312,-14.84231,15.95,0.06,0.39,16.15,0.07,0.36,15.28,0.06,0.29,13.94,0.09,0.5,9.88,0.1,0.313520443037358,296.23111,-14.842314,16.984,0.024,16.426,0.021,16.285,0.023,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,5,1,1,1,3,0,1,1,1,1,1,0,1,1,5,0,296
19944,296.23158,-14.83871,17.95,0.1,1.99,18.07,0.13,2.01,16.3,0.12,0.82,14.52,0.09,0.01,10.11,0.14,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,5,0,0,0,0,0,0,1,1,0,1,1,1,0,3,0,297
4877,296.23175,-14.84139,16.39,0.06,-0.05,16.43,0.04,0.06,15.86,0.12,-9999,14.67,0.11,-9999,9.95,0.13,0.434743269064859,296.231628,-14.841364,17.725,0.043,16.993,0.033,16.703,0.033,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,5,1,1,1,3,0,0,1,1,1,1,0,1,1,4,0,298
20944,296.23207,-14.84341,18.23,0.09,0.57,18.14,0.1,0.44,16.74,0.12,-9999,14.51,0.07,-0.61,10.21,0.05,0.478179200843049,296.231934,-14.843391,-9999,-9999,18.893,0.169,18.638,0.169,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,5,1,0,1,2,0,0,1,1,0,1,1,1,1,3,0,299
7129,296.2323,-14.842,16.78,0.09,0.38,16.87,0.07,0.51,15.47,0.11,-0.05,14.05,0.1,0.08,9.55,0.09,0.427261733986721,296.232239,-14.841897,18.413,0.076,17.698,0.061,17.387,0.058,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,5,1,1,1,3,1,1,1,1,1,1,1,1,1,6,0,300
8547,296.23242,-14.84062,17.33,0.09,0.56,17.1,0.06,0.45,15.85,0.13,-9999,14.55,0.11,-9999,9.92,0.14,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,5,0,0,0,0,1,1,1,1,1,1,0,1,0,6,0,301
6641,296.23308,-14.84187,16.73,0.06,-0.2,16.78,0.09,-0.06,15.56,0.1,-0.09,13.7,0.09,-0.19,9.49,0.06,0.34862103880025,296.233032,-14.841785,18.092,0.058,17.681,0.06,17.48,0.063,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,3,1,1,1,1,1,1,0,0,1,1,1,1,1,5,1,1,1,3,1,1,1,1,1,1,0,1,1,6,0,302
16168,296.23318,-14.79291,17.99,0.13,1.71,17.8,0.12,1.69,16.26,0.25,-9999,13.57,0.06,-1.09,10.47,0.14,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,4,0,0,0,0,0,0,1,0,1,1,0,1,0,3,0,303
2297,296.23407,-14.79283,15.31,0.07,-0.11,15.58,0.11,0.57,14.95,0.04,-0.05,13.55,0.06,0.61,10.05,0.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,5,0,0,0,0,0,1,1,1,1,0,0,1,0,4,0,304
9738,296.23419,-14.80852,17.2,0.08,-9999,17.25,0.09,-0.36,15.99,0.11,-9999,14.49,0.07,0.29,10.28,0.12,0.32067740760107,296.234253,-14.808455,18.834,0.106,18.166,0.093,17.937,0.093,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,0,1,0,0,1,1,1,1,1,5,1,1,1,3,0,0,1,1,0,1,0,1,1,3,0,305
6509,296.23455,-14.79781,16.65,0.06,1.36,16.76,0.12,1.37,16.28,0.13,1,15.08,0.09,0.84,9.9,0.04,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,5,0,0,0,0,0,0,1,1,1,0,0,1,0,3,0,306
6010,296.23485,-14.79724,16.47,0.08,0.66,16.67,0.12,0.79,16.03,0.1,1.02,14.9,0.12,0.91,9.57,0.03,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,5,0,0,0,0,0,0,1,1,1,0,0,1,0,3,0,307
28402,296.23545,-14.69891,18.83,0.12,0.43,18.84,0.19,0.25,16.32,0.1,-0.08,15.13,0.09,0.23,11.03,0.14,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,5,0,0,0,0,1,1,0,0,0,1,1,1,0,3,0,308
11114,296.23603,-14.79732,17.37,0.07,0.76,17.39,0.08,0.79,15.4,0.13,0.28,13.75,0.09,0.42,9.12,0.05,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,5,0,0,0,0,1,1,1,1,1,1,1,1,0,6,0,309
3396,296.23607,-14.80928,16.06,0.04,0.3,16.02,0.08,0.06,15.36,0.06,0.12,14.92,0.09,0.84,9.71,0.02,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,5,0,0,0,0,0,1,1,1,1,0,0,1,0,4,0,310
11837,296.23637,-14.80952,17.14,0.07,1.22,17.46,0.18,1.31,15.61,0.12,-9999,14.77,0.05,0.56,9.95,0.04,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,5,0,0,0,0,1,1,1,1,1,1,1,1,0,6,0,311
2768,296.23644,-14.79791,15.82,0.05,-0.14,15.79,0.04,-0.21,15.53,0.06,0.42,14.66,0.11,0.96,8.84,0.09,0.191556715227328,296.236389,-14.79789,17.253,0.029,16.516,0.023,16.222,0.022,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,5,1,1,1,3,0,0,1,1,1,0,0,1,1,3,0,312
8442,296.23646,-14.70168,17.44,0.1,0.34,17.09,0.11,0.24,15.19,0.07,0.22,14.08,0.05,0.67,10.25,0.09,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,5,0,0,0,0,1,1,1,1,1,1,1,1,0,6,0,313
21738,296.23648,-14.79524,18,0.07,-9999,18.2,0.1,-9999,16.18,0.09,0.19,13.76,0.1,0.12,9.13,0.04,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,5,0,0,0,0,0,1,1,1,1,1,1,1,0,5,0,314
10070,296.23675,-14.79662,17.11,0.08,-0.49,17.29,0.11,-0.39,15.16,0.09,0.45,13.51,0.13,0.9,8.23,0.03,0.468188332627482,296.236664,-14.79672,19.124,0.135,18.339,0.107,18.125,0.109,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,3,1,1,1,1,1,1,0,1,1,1,1,1,1,5,1,1,1,3,1,1,1,1,1,1,1,1,1,6,0,315
14385,296.23711,-14.79402,17.56,0.07,0.99,17.67,0.08,1.06,15.85,0.16,-9999,15.52,0.15,1.74,9.44,0.06,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,5,0,0,0,0,1,1,0,1,1,0,1,1,0,4,0,316
1270,296.2372,-14.75501,15.59,0.07,0.12,14.98,0.05,-0.07,13.81,0.04,-0.08,12.36,0.03,0.1,9.95,0.05,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,5,0,0,0,0,1,1,1,1,0,1,0,1,0,5,0,317
5317,296.23728,-14.79473,16.51,0.03,0.22,16.52,0.05,0.27,15.01,0.08,0.18,13.54,0.08,0.53,8.98,0.06,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,5,0,0,0,0,1,1,1,1,1,1,1,1,0,6,0,318
6240,296.23757,-14.70361,18.12,0.1,1.32,16.71,0.07,0.37,15.48,0.12,0.09,14.59,0.06,-0.1,11.49,0.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,4,0,0,0,0,1,1,1,0,0,1,0,1,0,4,0,319
5820,296.23801,-14.79889,16.4,0.05,-0.33,16.62,0.05,-0.65,13.84,0.09,-2.31,12.84,0.17,-1.48,8.62,0.04,0.223483311908703,296.237946,-14.798895,17.814,0.045,17.092,0.037,16.807,0.036,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,5,1,1,1,3,1,1,1,1,1,1,1,1,1,6,0,320
448,296.23813,-14.79714,14.69,0.09,0.1,13.93,0.07,0.05,12.93,0.05,0.68,11.77,0.08,1.09,7.08,0.01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,5,0,0,0,0,0,1,1,1,1,1,0,1,0,5,0,321
7665,296.23813,-14.79468,17.19,0.07,0.65,16.96,0.08,0.66,16.08,0.13,1.04,14.29,0.08,1.04,8.9,0.04,0.300278554855579,296.238068,-14.794622,18.446,0.076,17.834,0.069,17.541,0.066,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,1,1,1,1,0,0,1,1,1,1,1,5,1,1,1,3,0,0,1,1,1,1,0,1,1,4,0,322
1569,296.23828,-14.79616,15.53,0.08,0.53,15.18,0.09,0.59,14.8,0.11,1.03,13.18,0.09,1.03,7.94,0.01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,5,0,0,0,0,0,0,1,1,1,1,0,1,0,4,0,323
1834,296.23877,-14.79545,15.27,0.04,0.14,15.35,0.06,0.32,14.7,0.06,-0.57,13.7,0.14,0.1,9.36,0.15,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,5,0,0,0,0,0,1,1,1,1,0,0,1,0,4,0,324
6606,296.23916,-14.79017,16.47,0.13,1.43,16.78,0.15,1.67,15.13,0.04,-9999,15.07,0.17,-9999,11.35,0.13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,5,0,0,0,0,1,1,1,0,0,0,1,1,0,3,0,325
8786,296.23993,-14.78676,16.99,0.04,0.42,17.14,0.07,0.72,16.14,0.09,-0.06,14.66,0.07,-0.01,9.34,0.06,0.329034269172429,296.239838,-14.786739,18.447,0.077,17.726,0.063,17.632,0.072,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,5,1,1,1,3,0,0,1,1,1,1,0,1,1,4,0,326
7049,296.24002,-14.79479,16.7,0.04,-0.4,16.86,0.08,-0.16,15.27,0.1,0.36,13.5,0.1,-0.31,9.34,0.14,0.186725628693024,296.23999,-14.794747,18.214,0.063,17.492,0.052,17.481,0.063,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,2,1,1,1,1,1,1,0,1,1,1,1,1,1,5,1,1,1,3,1,1,1,1,1,1,1,1,1,6,0,327
13608,296.2405,-14.79716,17.45,0.06,0.27,17.6,0.08,0.6,15.01,0.1,-0.41,14.89,0.13,1.37,9.18,0.05,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,5,0,0,0,0,1,1,1,1,1,1,1,1,0,6,0,328
4037,296.24056,-14.79563,16.2,0.06,-0.02,16.21,0.05,-0.12,15.12,0.09,0.33,13.22,0.09,-0.08,9.59,0.25,0.186870118661075,296.24057,-14.795681,18.266,0.066,17.446,0.05,16.986,0.041,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,1,0,0,0,1,1,1,1,4,1,1,1,3,1,1,1,0,0,1,0,1,1,4,0,329
4020,296.24094,-14.78864,16.25,0.04,-0.34,16.21,0.05,-0.26,15.55,0.09,-0.1,14.32,0.11,0.59,9.6,0.27,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,4,0,0,0,0,0,1,1,0,0,1,0,1,0,3,0,330
2879,296.24121,-14.79724,15.79,0.04,-0.18,15.83,0.05,-0.24,15.59,0.07,0.09,13.93,0.09,-0.62,9.56,0.05,0.230348697319391,296.24115,-14.797267,16.902,0.022,16.167,0.017,15.939,0.018,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,5,1,1,1,3,0,0,1,1,1,1,0,1,1,4,0,331
4673,296.24169,-14.79595,16.17,0.04,-0.53,16.39,0.04,-0.37,15.02,0.1,-9999,13.56,0.1,0.47,9.99,-9999,0.181028516659691,296.241638,-14.795951,17.88,0.048,16.999,0.034,16.689,0.032,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,4,1,1,1,3,1,1,1,0,0,1,0,1,1,4,0,332
3888,296.24182,-14.80489,16.44,0.08,0.16,16.17,0.05,0.09,15.68,0.06,-0.51,14.55,0.05,-0.18,9.76,0.05,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,5,0,0,0,0,0,0,1,1,1,1,0,1,0,4,0,333
9433,296.24192,-14.74747,17.58,0.11,1.08,17.22,0.12,0.72,15.4,0.04,0.34,14.33,0.03,0.53,10.66,0.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,5,0,0,0,0,1,1,1,0,0,1,1,1,0,4,0,334
