ID,RA,Dec,k36mag,e36mag,d36mag,k45mag,e45mag,d45mag,k58mag,e58mag,d58mag,k80mag,e80mag,d80mag,k24mag,e24mag,dstArcSec,RAJ2000,DEJ2000,Jmag,eJmag,Hmag,eHmag,Kmag,eKmag,c1a,c1b,c1c,c2a,c2b,c2c,c3a,c3b,c3c,c4a,c4b,c4c,c5a,c5b,c5c,c6a,c6b,c6c,c7,c8,c9a,c9b,c9c,c11b,c11c,c1,c2,c3,c4,c5,c6,c9,c10,c11,24 data?,36 data?,45 data?,58 data?,80 data?,SpNum,H data?,J data?,K data?,HJKNum,c2 met?,c3 met?,c4 met?,c5 met?,c6 met?,c9 met?,c11 met?,sp rel?,HJK rel?,YSO Score,24 without 58/80,New name
2055,296.212,-14.88159,15.97,0.1,0.46,15.46,0.12,0.43,13.88,0.12,0.25,12.31,0.08,0.51,6.89,0.03,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,5,0,0,0,0,1,1,1,1,1,1,1,1,0,6,0,213
753,296.21212,-14.88034,15.06,0.05,0.1,14.49,0.07,0.13,13.81,0.12,0.82,11.86,0.05,0.44,6.55,0.08,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,5,0,0,0,0,0,0,1,1,1,1,0,1,0,4,0,214
1818,296.21216,-14.87974,15.69,0.07,0.64,15.34,0.08,0.85,13.26,0.07,0.38,11.18,0.07,-0.02,6.24,0.01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,5,0,0,0,0,1,1,1,1,1,1,1,1,0,6,0,215
25334,296.21219,-14.87639,18.38,0.1,0.1,18.5,0.14,0.24,16.85,0.26,-9999,14.21,0.08,-9999,8.25,0.03,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,4,0,0,0,0,0,0,1,1,1,1,0,1,0,4,0,216
17114,296.21234,-14.8772,17.96,0.1,0.29,17.87,0.12,0.07,16.05,0.16,1.16,13.74,0.2,0.83,7.4,0.02,0.130670497181124,296.212372,-14.877181,19.246,0.15,18.731,0.147,18.4,0.138,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,1,0,0,0,1,1,1,1,1,0,4,1,1,1,3,1,1,0,1,0,0,1,1,1,3,0,217
6183,296.21258,-14.64721,16.97,0.06,-9999,16.7,0.07,0.4,15.62,0.11,-9999,15.26,0.09,0.09,10.34,0.09,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,5,0,0,0,0,1,1,1,1,0,0,0,1,0,4,0,218
21434,296.21292,-14.71632,18.65,0.14,0.03,18.18,0.13,0.1,15.96,0.12,-0.09,14.64,0.09,1.13,8.17,0.03,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,5,0,0,0,0,1,1,1,1,1,1,1,1,0,6,0,219
5366,296.21311,-14.8091,17.1,0.11,0.63,16.53,0.09,0.37,15.35,0.05,-0.31,15.13,0.06,-0.08,10.83,0.07,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,5,0,0,0,0,1,1,1,0,0,0,0,1,0,3,0,220
28767,296.21312,-14.88378,18.59,0.13,-9999,18.9,0.19,-9999,16.9,0.19,-9999,13.89,0.12,-0.38,8.84,0.01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,5,0,0,0,0,0,0,1,1,1,1,1,1,0,4,0,221
4403,296.21344,-14.87995,16.59,0.08,0.45,16.32,0.11,0.47,15.35,0.09,0.84,13.81,0.1,1.21,7.22,0.06,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,5,0,0,0,0,1,1,1,1,1,1,0,1,0,6,0,222
7233,296.21344,-14.7177,17.44,0.11,1.31,16.89,0.1,1.19,15.04,0.12,0.77,13.56,0.08,0.87,7.53,0.03,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,5,0,0,0,0,1,1,1,1,1,1,1,1,0,6,0,223
2939,296.21354,-14.80348,16.72,0.04,-0.12,15.85,0.03,-0.13,14.89,0.03,-0.16,13.95,0.04,-0.18,10.18,0.05,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,5,0,0,0,0,1,1,1,1,1,1,0,1,0,6,0,224
13057,296.21377,-14.8782,17.4,0.05,0.26,17.56,0.1,0.45,14.82,0.08,-0.49,13.33,0.07,0.11,8.01,0.01,0.417807829910202,296.213684,-14.878119,-9999,-9999,17.911,0.073,17.921,0.091,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,5,1,0,1,2,1,1,1,1,1,1,1,1,1,6,0,225
3136,296.21391,-14.71784,16.39,0.08,0.33,15.93,0.11,0.31,14.23,0.07,-0.14,12.74,0.05,-0.06,7.46,0.02,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,5,0,0,0,0,1,1,1,1,1,1,1,1,0,6,0,226
8508,296.21399,-14.88118,17.03,0.05,0.1,17.1,0.08,0.21,15.53,0.08,0.22,14.52,0.09,1.1,8.01,0.02,0.274155378849813,296.213928,-14.881133,18.66,0.092,17.876,0.071,17.642,0.072,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,5,1,1,1,3,1,1,1,1,1,1,1,1,1,6,0,227
8807,296.21402,-14.82558,17.15,0.11,2.06,17.14,0.08,2.07,14.89,0.05,-9999,14.66,0.08,-9999,12.64,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,4,0,0,0,0,1,1,1,0,0,1,1,1,0,4,0,228
21735,296.21411,-14.71492,18.29,0.1,0.68,18.2,0.13,0.58,16.33,0.09,-9999,14.59,0.06,-9999,8.17,0.03,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,5,0,0,0,0,0,0,1,1,1,1,1,1,0,4,0,229
11259,296.21431,-14.87899,17.34,0.08,0.96,17.41,0.15,1.12,15.09,0.08,0.39,13.82,0.07,1.02,8.04,0.01,0.298528398847969,296.214264,-14.87892,18.136,0.059,18.017,0.08,-9999,-9999,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,5,1,1,0,2,1,1,1,1,1,1,1,1,1,6,0,230
5839,296.21466,-14.71867,17.5,0.14,0.35,16.63,0.12,0.44,15.78,0.11,-0.32,11.91,0.09,-9999,7.72,0.14,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,5,0,0,0,0,1,1,1,1,1,1,0,1,0,6,0,231
23172,296.2148,-14.8799,18.6,0.08,0.63,18.32,0.14,0.61,16.15,0.11,0.24,14.6,0.11,0.88,8.45,0.04,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,5,0,0,0,0,1,1,1,1,1,1,1,1,0,6,0,232
2789,296.21484,-14.87832,15.79,0.04,0.02,15.8,0.09,0.01,15.33,0.07,0.06,14.42,0.11,0.65,8.75,0.03,0.213549980747067,296.214783,-14.878298,16.436,0.016,15.977,0.014,15.937,0.018,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,5,1,1,1,3,0,0,1,1,1,0,0,1,1,3,0,233
25050,296.21492,-14.88202,18.24,0.08,-0.79,18.48,0.11,-9999,17.24,0.17,-9999,14.93,0.12,-0.31,9.07,0.02,0.2355298757607,296.214966,-14.881972,-9999,-9999,18.964,0.179,18.245,0.121,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,5,1,0,1,2,0,0,1,1,1,1,0,1,1,4,0,234
10125,296.21558,-14.71567,17.58,0.1,0.45,17.29,0.14,0.2,15.47,0.14,-0.07,13.54,0.07,-0.16,7.93,0.12,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,5,0,0,0,0,1,1,1,1,1,1,1,1,0,6,0,235
16894,296.21611,-14.7148,17.72,0.07,-0.1,17.85,0.1,-9999,15.56,0.11,0.1,13.37,0.08,-0.12,8.39,0.19,0.139728377091177,296.216095,-14.714836,18.893,0.106,18.421,0.086,18.406,0.122,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,5,1,1,1,3,1,1,1,1,1,1,1,1,1,6,0,236
2336,296.21625,-14.78288,16.44,0.08,-0.16,15.61,0.03,-0.1,14.79,0.06,-0.18,13.47,0.04,-0.07,9.2,0.02,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,5,0,0,0,0,1,1,1,1,1,1,0,1,0,6,0,237
3705,296.21635,-14.82203,16.62,0.04,0.64,16.12,0.06,0.46,15.45,0.06,-0.02,14.72,0.04,0.21,10.57,0.07,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,5,0,0,0,0,1,1,1,1,0,1,0,1,0,5,0,238
5853,296.21672,-14.72076,17.18,0.13,0.3,16.63,0.14,0.49,15.82,0.09,0.06,14.28,0.11,0.38,5.38,0.01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,5,0,0,0,0,1,0,1,1,1,1,0,1,0,5,0,239
10130,296.21694,-14.71507,17.32,0.11,0.39,17.29,0.13,0.53,14.85,0.1,0.32,13.05,0.08,0.52,7.82,0.05,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,5,0,0,0,0,1,1,1,1,1,1,1,1,0,6,0,240
2005,296.21699,-14.86582,15.57,0.05,0.11,15.44,0.09,0.22,14.63,0.1,0.26,14.16,0.03,1.14,8.49,0.02,0.445938156046704,296.216888,-14.865745,16.334,0.015,15.969,0.014,15.928,0.018,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,1,1,1,1,1,5,1,1,1,3,1,1,1,1,1,0,0,1,1,5,0,241
3031,296.21731,-14.71574,16.18,0.06,0.17,15.89,0.06,0.13,14.7,0.08,0.81,12.34,0.17,0.1,7.03,0.01,0.246246402549662,296.217255,-14.715697,17.718,0.04,17.117,0.028,16.804,0.032,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,3,1,1,1,1,1,1,0,0,1,1,1,1,1,5,1,1,1,3,1,1,1,1,1,1,0,1,1,6,0,242
8648,296.21762,-14.71392,17.28,0.09,0.34,17.12,0.12,0.28,15.95,0.11,0.85,14.15,0.1,0.77,8.39,0.05,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,5,0,0,0,0,0,0,1,1,1,1,0,1,0,4,0,243
3142,296.21784,-14.86633,16.29,0.09,0.42,15.93,0.09,0.49,15.49,0.11,0.9,13.84,0.08,0.79,8.63,0.02,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,5,0,0,0,0,0,0,1,1,1,1,0,1,0,4,0,244
5913,296.21785,-14.72194,17.26,0.15,0.38,16.65,0.16,0.61,14.52,0.16,-0.76,12.71,0.15,-0.43,5.27,0.01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,5,0,0,0,0,1,1,1,1,1,1,1,1,0,6,0,245
6581,296.21801,-14.85722,17.06,0.07,0.16,16.77,0.08,0.16,14.42,0.05,-0.03,12.92,0.05,0.2,8.32,0.01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,5,0,0,0,0,1,1,1,1,1,1,1,1,0,6,0,246
3880,296.21818,-14.72307,16.23,0.03,-0.14,16.17,0.03,-0.05,15.56,0.1,0.39,14.1,0.08,0.09,6.08,0.01,0.145817983240186,296.21814,-14.723058,18.033,0.051,17.352,0.034,16.878,0.034,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,1,1,1,1,1,0,0,1,1,1,1,1,5,1,1,1,3,0,1,1,1,1,1,0,1,1,5,0,247
22967,296.21822,-14.87858,18.02,0.09,0.15,18.3,0.11,-0.1,16.12,0.07,0.09,13.99,0.06,0.15,10.63,0.12,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,5,0,0,0,0,0,1,1,0,1,1,1,1,0,4,0,248
9486,296.21834,-14.81193,17.25,0.1,0.38,17.22,0.06,0.13,16.7,0.12,-9999,14.37,0.05,-1.13,10.49,0.12,0.492072276353554,296.218201,-14.811955,18.857,0.11,17.863,0.072,17.635,0.072,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,5,1,1,1,3,0,0,1,1,0,1,0,1,1,3,0,249
12000,296.21838,-14.71501,17.49,0.11,-0.01,17.47,0.11,-0.38,14.81,0.1,0.16,13.72,0.07,1.12,7.93,0.06,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,5,0,0,0,0,1,1,1,1,1,1,1,1,0,6,0,250
1634,296.21862,-14.71866,15.47,0.13,0.64,15.22,0.15,0.87,13.17,0.11,0.81,11.59,0.11,0.93,4.45,0.04,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,5,0,0,0,0,1,1,1,1,1,1,1,1,0,6,0,251
515,296.21898,-14.71933,14.74,0.1,0.55,14.06,0.11,0.6,12.68,0.09,0.91,11.36,0.07,1.28,3.65,0.01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,5,0,0,0,0,0,1,1,1,1,1,0,1,0,5,0,252
763,296.21912,-14.72086,15.02,0.13,1.39,14.51,0.15,1.72,13.1,0.12,1.71,11.14,0.14,1.38,3.63,0.02,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,5,0,0,0,0,0,1,1,1,1,1,0,1,0,5,0,253
19859,296.21975,-14.71335,18.68,0.11,-0.25,18.06,0.09,0.32,16.82,0.1,0.5,14.19,0.13,-0.29,9.31,0.19,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,5,0,0,0,0,0,0,1,1,1,1,0,1,0,4,0,254
7303,296.21981,-14.72287,17.41,0.09,-0.14,16.9,0.09,0.04,16.02,0.08,-0.14,13.67,0.11,-0.02,5.41,0.01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,5,0,0,0,0,0,0,1,1,1,1,0,1,0,4,0,255
48,296.21986,-14.72059,12.92,0.08,0.32,11.99,0.03,0.3,10.97,0.06,0.54,9.49,0.08,0.63,3.11,0.01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,5,0,0,0,0,0,0,1,1,1,1,0,1,0,4,0,256
12118,296.21993,-14.81021,17.56,0.09,-9999,17.48,0.14,-9999,16.46,0.11,-9999,14.95,0.08,-0.43,9.87,0.09,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,5,0,0,0,0,0,0,1,1,1,0,0,1,0,3,0,257
84,296.22,-14.7198,13.77,0.1,1.09,12.49,0.07,0.74,11.57,0.06,1.03,10.46,0.04,1.56,2.97,0.01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,5,0,0,0,0,1,0,1,1,1,1,0,1,0,5,0,258
16826,296.22005,-14.72349,18.3,0.08,0.44,17.84,0.09,0.2,16.74,0.13,-9999,12.67,0.11,-9999,6.03,0.01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,5,0,0,0,0,0,0,1,1,1,1,0,1,0,4,0,259
5673,296.2201,-14.8772,16.88,0.04,0.24,16.6,0.04,0.12,15.68,0.08,0.06,14.2,0.05,0.01,10.1,0.15,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,5,0,0,0,0,1,1,1,1,1,1,0,1,0,6,0,260
4002,296.22023,-14.85935,17.31,0.07,0.23,16.2,0.05,0.05,15.29,0.09,-0.27,14.22,0.03,-0.1,11.2,0.21,0.279345648437098,296.220154,-14.859325,19.093,0.133,18.897,0.17,18.68,0.174,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3,1,1,1,0,0,1,0,0,0,1,1,1,1,4,1,1,1,3,1,1,1,0,0,1,0,1,1,4,0,261
2836,296.22027,-14.7159,15.75,0.04,0.03,15.81,0.06,0.17,15.08,0.06,-0.36,13.94,0.1,-9999,6.79,0.03,0.159771753603638,296.220276,-14.715856,16.83,0.02,16.05,0.012,15.928,0.016,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,5,1,1,1,3,0,1,1,1,1,0,0,1,1,4,0,262
7034,296.22042,-14.71452,16.73,0.07,0.36,16.86,0.1,0.54,17.06,0.24,0.94,11.76,0.09,-2.23,8.67,0.05,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,4,0,0,0,0,0,0,1,1,1,1,0,1,0,4,0,263
198,296.2206,-14.71969,13.36,0.09,0.48,13.21,0.11,1.16,12.15,0.1,1.4,10.71,0.07,1.7,3.18,0.01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,5,0,0,0,0,0,0,1,1,1,1,0,1,0,4,0,264
2996,296.22074,-14.72483,15.85,0.05,0.05,15.88,0.06,0.05,15.37,0.05,0.13,14.46,0.07,0.37,9.09,0.05,0.235049506191961,296.220673,-14.724822,17.37,0.03,16.569,0.018,16.194,0.019,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,5,1,1,1,3,0,1,1,1,1,0,0,1,1,4,0,265
2869,296.22103,-14.71563,15.97,0.07,0.24,15.83,0.07,0.26,15.24,0.08,-0.1,14.3,0.06,-9999,7.3,0.01,0.316727869742596,296.220947,-14.715594,17.194,0.026,16.382,0.016,16.135,0.018,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,5,1,1,1,3,0,1,1,1,1,0,0,1,1,4,0,266
18626,296.22131,-14.72307,17.97,0.06,-0.24,17.98,0.08,0.32,16.72,0.23,-9999,14.14,0.1,0.12,5.93,0.01,0.044444866099339,296.221313,-14.723058,19.472,0.18,18.937,0.175,18.754,0.187,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,3,0,0,1,1,1,1,0,0,1,1,1,0,1,4,1,1,1,3,0,0,1,1,1,1,0,1,1,4,0,267
17966,296.22136,-14.72546,18.34,0.11,1.35,17.93,0.09,1,16.14,0.1,0.77,14.5,0.08,0.64,10.11,0.21,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,4,0,0,0,0,1,1,1,0,0,1,1,1,0,4,0,268
9490,296.22193,-14.72257,17.25,0.06,-0.09,17.22,0.06,-0.24,16.09,0.12,0.45,10.27,0.07,-3.52,5.83,0.01,0.245225043110985,296.221863,-14.722549,18.824,0.1,17.91,0.055,17.667,0.065,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,5,1,1,1,3,0,0,1,1,1,1,0,1,1,4,0,269
4236,296.22194,-14.71843,16.59,0.1,0.34,16.27,0.1,0.24,14.02,0.1,0.39,12.36,0.1,0.56,5.05,0.01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,5,0,0,0,0,1,1,1,1,1,1,1,1,0,6,0,270
12698,296.22205,-14.71689,17.74,0.12,-0.48,17.53,0.14,-9999,15.84,0.11,0.16,13.85,0.1,0.23,6.25,0.01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,5,0,0,0,0,1,1,1,1,1,1,1,1,0,6,0,271
3135,296.22209,-14.72007,15.92,0.12,-0.23,15.93,0.14,-0.21,13.2,0.12,-0.17,11.63,0.1,0.22,4.74,0.01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,5,0,0,0,0,1,1,1,1,1,1,1,1,0,6,0,272
3512,296.22254,-14.72114,16.53,0.1,0.49,16.06,0.12,0.36,14.01,0.1,0.48,12.3,0.11,0.5,5.4,0.01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,5,0,0,0,0,1,1,1,1,1,1,1,1,0,6,0,273
